Reference	LeftContext	Pivot	RightContext
Alexandre, 9	son amant. N'achetez point si cher	une gloire	inutile. Vivez. Mais consentez à le bonheur de Taxile.
Alexandre, 20	moins. C'est lui qui m'a	de les mains	arraché la victoire. Il t'a donné sa soeur. Il
Alexandre, 36	son audace enfermée Se soutenait encor contre toute	une armée	, Et d'un bras qui portait la terreur et la mort
Alexandre, 36	encor contre toute une armée, Et d'	un bras	qui portait la terreur et la mort Aux plus hardis guerriers en
Alexandre, 39	tant_de coups. Et cherchant son rival d'	un oeil	fier et tranquille, «   N'entends -je pas, dit
Alexandre, 44	Mais Porus parmi nous court et s'ouvre	un passage	, Joint_Taxile, le frappe et lui perçant le coeur, Content
Alexandre, 46	, c'est donc à moi de répandre	de les larmes	. C'est sur moi qu'est tombé tout le faix de
Alexandre, 56	ont voulu conserver, Elle en a fait	un lâche	, et ne l'a pu sauver. Ce n'est point
Alexandre, 62	la Victoire elle-même. Mais pourquoi vous ôter	un prétexte	si beau ? Que voulez -vous de_plus ? Taxile est à le
Alexandre, 74	main désarmée, Qui venge sa défaite au_milieu_d'	une armée	. Mon nom peut soulever de nouveaux ennemis, Et réveiller cent
Alexandre, 77	la terre. Aussi_bien n'attends pas qu'	un coeur	comme le mien Reconnaisse un vainqueur, et te demande rien.
Alexandre, 77	pas qu'un coeur comme le mien Reconnaisse	un vainqueur	, et te demande rien. Parle, et sans espérer que
Alexandre, 83	alarmée. Votre nom peut encor plus_que toute	une armée	. Je m'en dois garantir. Parlez donc. Dites -moi
Alexandre, 95	. Avec mon amitié recevez Axiane. À	de les liens	si doux tous deux je vous condamne. Vivez, régnez tous
Alexandre, 101	vos déplaisirs. Mais vous-même pourriez prendre pour	une offense	La mort d'un ennemi qui n'est plus en défense.
Alexandre, 101	pourriez prendre pour une offense La mort d'	un ennemi	qui n'est plus en défense. Il en triompherait, et
Alexandre, 105	mains. Et commandez vous-même à le reste	de les humains	. Prenez les sentiments que ce rang vous inspire, Faites dans
Alexandre, 108	que moi-même J'admire le grand coeur d'	un héros	qui vous aime. Aimez, et possédez l'avantage charmant De
Alexandre, 115	je crois devoir tout entreprendre Pour lui donner	un maître	aussi grand qu'Alexandre. CLÉOFILE. Seigneur, que vous peut
Alexandre, 117	CLÉOFILE. Seigneur, que vous peut dire	un coeur	triste, abattu ? Je ne murmure point contre votre vertu.
Alexandre, 122	. ALEXANDRE. Oui, Madame, pleurons	un ami	si fidèle, Faisons en soupirant éclater notre zèle Et qu'un
Alexandre, 122	Faisons en soupirant éclater notre zèle Et qu'	un tombeau	superbe instruise l'avenir, Et de votre douleur et de mon
Andromaque, 1	ORESTE_Oui, puisque je retrouve	un ami	si fidèle, Ma fortune va prendre une face nouvelle   :
Andromaque, 1	ami si fidèle, Ma fortune va prendre	une face	nouvelle   : Et déjà son courroux semble s'être adouci,
Andromaque, 3	. Qui l'eût dit   ? Qu'	un rivage	à mes voeux si funeste, Présenterait d'abord Pylade à les
Andromaque, 4	, Depuis le jour fatal que la fureur	de les eaux	Presque à les yeux de l'Épire, écarta nos vaisseaux.
Andromaque, 18	à Sparte inexorable, Vous prépare en Épire	un sort	plus favorable   ? Honteux d'avoir poussé tant_de voeux superflus,
Andromaque, 30	certaine. Je pris tous mes transports pour	de les transports	de haine   ; Détestant ses rigueurs, rabaissant ses attraits,
Andromaque, 32	trouvai d'abord ses princes rassemblés, Qu'	un péril	assez grand semblait avoir troublés. J'y courus. Je pensai
Andromaque, 40	en paraît affligé, Et se plaint d'	un hymen	si longtemps négligé. Parmi les déplaisirs où son âme se noie
Andromaque, 60	il menace la tête, Et fait couler	de les pleurs	, qu'aussitôt il arrête. Hermione elle-même a vu plus_de cent
Andromaque, 62	, que l'on puisse aujourd'hui Vous répondre d'	un coeur	si_peu maître de lui. Il peut, Seigneur, il peut
Andromaque, 78	, va donc disposer la cruelle À revoir	un amant	qui ne vient que pour elle. ORESTE_Avant_que tous les Grecs vous
Andromaque, 4	le malheur, Et vous laissant toucher d'	une pitié	funeste, D'une guerre si longue entretenir le reste. Ne
Andromaque, 4	laissant toucher d'une pitié funeste, D'	une guerre	si longue entretenir le reste. Ne vous souvient -il plus,
Andromaque, 7	demandent compte à ce malheureux fils, D'	un père	, ou d'un époux, qu'Hector leur a ravis.
Andromaque, 7	fils, D'un père, ou d'	un époux	, qu'Hector leur a ravis. Et qui sait ce_qu'un
Andromaque, 8	leur a ravis. Et qui sait ce_qu'	un jour	ce fils peut entreprendre   ? Peut-être dans nos ports nous le
Andromaque, 11	votre sein ce serpent élevé Ne vous punisse	un jour	de l'avoir conservé. Enfin, de tous les Grecs satisfaites
Andromaque, 13	leur vengeance, assurez votre vie. Perdez	un ennemi	d'_autant_plus dangereux, Qu'il s'essaiera sur vous à combattre contre
Andromaque, 15	d'Agamemnon méritât l'entremise   ; Qu'	un peuple	tout entier, tant_de fois triomphant, N'eût daigné conspirer que
Andromaque, 15	N'eût daigné conspirer que la mort d'	un enfant	  ? Mais à qui prétend -on que je le sacrifie  
Andromaque, 18	m'est -il pas permis D'ordonner d'	un captif	que le sort m'a soumis   ? Oui, Seigneur,
Andromaque, 19	  ? Oui, Seigneur, lorsqu'au pied	de les murs	fumants de Troie, Les vainqueurs tout sanglants partagèrent leur proie,
Andromaque, 23	  ? On craint, qu'avec Hector_Troie	un jour	ne renaisse   : Son fils peut me ravir le jour que
Andromaque, 27	est son destin. Je ne vois que	de les tours	, que la cendre a couvertes, Un fleuve teint de sang
Andromaque, 27	couvertes, Un fleuve teint de sang,	de les campagnes	désertes, Un enfant dans les fers, et je ne puis
Andromaque, 29	Hector la perte était jurée, Pourquoi d'	un an	entier l'avons -nous différée   ? Dans le sein de Priam
Andromaque, 37	me sens saisir, Dans le sang d'	un enfant	je me baigne à_loisir   ? Non, Seigneur. Que les
Andromaque, 48	joie. Qu'ils cherchent dans l'Épire	une seconde	Troie. Qu'ils confondent leur haine, et ne distinguent plus
Andromaque, 49	sang qui les fit vaincre, et celui	de les vaincus	. Aussi_bien ce n'est pas la première injustice, Dont_la_Grèce,
Andromaque, 52	à son tour. ORESTE_Ainsi_la_Grèce en vous trouve	un enfant	rebelle   ? PYRRHUS_Et je n'ai donc vaincu que pour dépendre
Andromaque, 4	Troie, J'allais, Seigneur, pleurer	un moment	avec lui, Je ne l'ai point encore embrassé d'aujourd'hui
Andromaque, 15	vient hâter son supplice. ANDROMAQUE_Et vous prononcerez	un arrêt	si cruel   ? Est -ce mon intérêt qui le rend criminel
Andromaque, 18	! On ne craint point qu'il venge	un jour	son père. On craint qu'il n'essuyât les larmes de
Andromaque, 20	mère. Il m'aurait tenu lieu d'	un père	, et d'un époux. Mais il me faut tout perdre
Andromaque, 20	tenu lieu d'un père, et d'	un époux	. Mais il me faut tout perdre, et toujours par vos
Andromaque, 24	cours pour vous plaire, Me refuserez -vous	un regard	moins sévère   ? Haï de tous les Grecs, pressé de
Andromaque, 27	bras. Puis -je espérer encore_Que vous accepterez	un coeur	qui vous adore   ? En combattant pour vous, me sera
Andromaque, 31	montre tant_de faiblesse   ? Voulez -vous qu'	un dessein	si beau, si généreux, Passe pour le transport d'un
Andromaque, 31	si généreux, Passe pour le transport d'	un esprit	amoureux   ? Captive, toujours triste, importune à moi-même,
Andromaque, 33	aime   ? Quels charmes ont pour vous	de les yeux	infortunés, Qu'à de les pleurs éternels vous avez condamnés  
Andromaque, 33	vous de les yeux infortunés, Qu'à	de les pleurs	éternels vous avez condamnés   ? Non, non, d'un
Andromaque, 34	condamnés   ? Non, non, d'	un ennemi	respecter la misère, Sauver de les malheureux, rendre un fils
Andromaque, 34	misère, Sauver de les malheureux, rendre	un fils	à sa mère, De cent peuples pour lui combattre la rigueur
Andromaque, 34	, s'il le faut, lui donner	un asile	, Seigneur, voilà de les soins dignes de le fils d'
Andromaque, 34	lui donner un asile, Seigneur, voilà	de les soins	dignes de le fils d'Achille. PYRRHUS_Hé quoi   ? Votre
Andromaque, 50	irai punir les Grecs de vos maux et	de les miens	. Animé d'un regard, je puis tout entreprendre. Votre
Andromaque, 51	maux et de les miens. Animé d'	un regard	, je puis tout entreprendre. Votre Ilion encor peut sortir de
Andromaque, 58	les malheureux prétendent, Seigneur. C'est	un exil	que mes pleurs vous demandent. Souffrez que loin de les Grecs
Andromaque, 59	mes pleurs vous demandent. Souffrez que loin	de les Grecs	, et_même loin de vous, J'aille cacher mon fils,
Andromaque, 64	vous me gênez   ! Comment lui rendre	un coeur	que vous me retenez   ? Je sais que de mes voeux
Andromaque, 67	y voulut l'_une_et_l'_autre amener, Vous pour porter	de les fers	, elle pour en donner. Cependant ai -je pris quelque soin
Andromaque, 71	  ? Ah   ! Qu'un seul	de les soupirs	, que mon coeur vous envoie, S'il s'échappait vers
Andromaque, 75	son âme   ? À les cendres d'	un époux	doit -elle enfin sa flamme   ? Et quel époux encore  
Andromaque, 86	ma juste colère. Le fils me répondra	de les mépris	de la mère, La_Grèce le demande, et je ne prétends
Andromaque, 86	prétends pas Mettre toujours ma gloire à sauver	de les ingrats	. ANDROMAQUE_Hélas   ! Il mourra donc. Il n'a pour
Andromaque, 12	, Apprend donc à son tour à souffrir	de les mépris	  ? Ah dieux   ! CLÉONE_Ah   ! Dissipez ces indignes
Andromaque, 17	pouvoir de vos charmes. Vous croyez qu'	un amant	vienne vous insulter   ? Il vous rapporte un coeur qu'il
Andromaque, 18	vienne vous insulter   ? Il vous rapporte	un coeur	qu'il n'a pu vous ôter. Mais vous ne dites
Andromaque, 19	Mais vous ne dites point ce_que vous mande	un père	. HERMIONE_Dans ses retardements si Pyrrhus persévère, À la mort de
Andromaque, 38	en attendez quelque injure nouvelle   ? Aimer	une captive	, et l'aimer à vos yeux, Tout cela n'a
Andromaque, 60	être importune. Ou le forçant de rompre	un noeud	si solennel, Aux yeux de tous les Grecs rendons -le criminel
Andromaque, 64	il la fasse périr. CLÉONE_Vous pensez que	de les yeux	toujours ouverts à les larmes, Se plaisent à troubler le pouvoir
Andromaque, 65	pouvoir de vos charmes   ? Et qu'	un coeur	accablé de tant_de déplaisirs, De son persécuteur ait brigué les soupirs
Andromaque, 68	où son âme est plongée   ? Contre	un amant	qui plaît pourquoi tant_de fierté   ? HERMIONE_Hélas   ! Pour mon
Andromaque, 73	sincère. Et sans armer mes yeux d'	un moment	de_rigueur, Je n'ai pour lui parler, consulté que mon
Andromaque, 74	comme moi déclarée, Sur la foi d'	une amour	si saintement jurée   ? Me voyait -il de l'oeil qu'
Andromaque, 77	dans la joie, Nos vaisseaux tout chargés	de les dépouilles	de Troie, Les exploits de son père, effacés par les
Andromaque, 78	Pyrrhus, Hermione est sensible, Oreste a	de les vertus	. Il sait aimer du_moins, et_même sans_qu'on l'aime  
Andromaque, 1	. HERMIONE_Le croirai -je, Seigneur, qu'	un reste	de tendresse Vous fasse ici chercher une triste princesse   ? Ou
Andromaque, 7	peine. J'ai mendié la mort chez	de les peuples	cruels Qui n'apaisaient leurs dieux que de le sang de les
Andromaque, 7	n'apaisaient leurs dieux que de le sang	de les mortels	  : Ils m'ont fermé leur temple, et ces peuples
Andromaque, 8	me vois réduit À chercher dans vos yeux	une mort	qui me fuit. Mon désespoir n'attend que leur indifférence,
Andromaque, 9	, Ils n'ont qu'à m'interdire	un reste	d'espérance. Ils n'ont pour avancer cette mort où je
Andromaque, 10	où je cours, Qu'à me dire	une fois	ce_qu'ils m'ont dit toujours. Voilà depuis un an le
Andromaque, 11	ils m'ont dit toujours. Voilà depuis	un an	le seul soin qui m'anime. Madame, c'est à
Andromaque, 12	Madame, c'est à vous de prendre	une victime	, Que_les_Scythes auraient dérobée à vos coups, Si j'en avais
Andromaque, 14	Seigneur, quittez ce funeste langage. À	de les soins	plus pressants la Grèce vous engage. Que parlez -vous de le
Andromaque, 17	que vous représentez. Faut -il que d'	un transport	leur vengeance dépende   ? Est -ce le sang d'Oreste enfin
Andromaque, 19	qu'on vous demande   ? Dégagez -vous	de les soins	dont vous êtes chargé. ORESTE_Les refus de Pyrrhus m'ont assez
Andromaque, 28	ennuis   ? Pensez -vous avoir seul éprouvé	de les alarmes	  ? Que l'Épire jamais n'ait vu couler mes larmes
Andromaque, 43	Ah   ! Que vous me verriez d'	un regard	bien contraire   ! Vous me voulez aimer, et je ne
Andromaque, 46	. Ô dieux   ! Tant_de respects,	une amitié	si tendre... Que de raisons pour moi, si vous pouviez
Andromaque, 51	  ? Jugez -vous que ma vue inspire	de les mépris	  ? Qu'elle allume en un coeur de les feux si_peu
Andromaque, 52	les mépris   ? Qu'elle allume en	un coeur	de les feux si_peu durables   ? Peut-être d'autres yeux me
Andromaque, 52	  ? Qu'elle allume en un coeur	de les feux	si_peu durables   ? Peut-être d'autres yeux me sont plus favorables
Andromaque, 58	éprouvé ma constance   ? Je suis donc	un témoin	de leur peu_de puissance   ? Je les ai méprisés   ?
Andromaque, 63	, ou sa tendresse   ? Allez contre	un rebelle	armer toute la Grèce. Rapportez -lui le prix de sa rébellion
Andromaque, 65	rébellion. Qu'on fasse de l'Épire	un second	Ilion. Allez. Après cela, direz -vous que je l'
Andromaque, 76	, Madame, L'amour n'est pas	un feu	qu'on renferme en une âme. Tout nous trahit, la
Andromaque, 76	est pas un feu qu'on renferme en	une âme	. Tout nous trahit, la voix, le silence, les
Andromaque, 78	Et croit qu'en moi la haine est	un effort	d'amour. Il faut donc m'expliquer. Vous agirez ensuite
Andromaque, 83	allez lui faire entendre, Que l'ennemi	de les Grecs	ne peut être son gendre. De le Troyen, ou de
Andromaque, 84	-le décider   : Qu'il songe qui	de les deux	, il veut rendre, ou garder. Enfin qu'il me
Andromaque, 4	, et peut-être aujourd'hui Il n'attend qu'	un prétexte	à l'éloigner de lui. Nous n'avons qu'à parler
Andromaque, 4	, à mon père, À moi-même en	un mot	je devenais contraire   ; Que je relevais Troie, et rendais
Andromaque, 5	j'ai fait. Je ne condamne plus	un courroux	légitime, Et l'on vous va, Seigneur, livrer votre victime
Andromaque, 10	. Je l'épouse. Il semblait qu'	un spectacle	si doux N'attendît en ces lieux qu'un témoin tel que
Andromaque, 10	si doux N'attendît en ces lieux qu'	un témoin	tel que vous. Vous y représentez tous les Grecs et son
Andromaque, 5	. Ce n'est plus le jouet d'	une flamme	servile. C'est Pyrrhus. C'est le fils, et
Andromaque, 12	oublier. Tous les Grecs conjurés fondaient sur	un rebelle	. Je trouvais de le plaisir à me perdre pour elle.
Andromaque, 23	-elle en ce jour Que je lui laisse	un fils	pour nourrir son amour   ? PHOENIX_Sans_doute. C'est le prix
Andromaque, 29	verrais à les miens, Phoenix, d'	un oeil	tranquille. Elle est veuve d'Hector, et je suis fils
Andromaque, 35	hymen venez la disposer. Est -ce sur	un rival	qu'il s'en faut reposer   ? Il ne l'aime
Andromaque, 60	ma vengeance est certaine. Il faut bien	une fois	justifier sa haine. J'abandonne son fils. Que de pleurs
Andromaque, 66	la cause. C'est lui mettre moi-même	un poignard	dans le sein. PHOENIX_Et pourquoi donc en faire éclater le dessein
Andromaque, 70	  ? PYRRHUS_Je t'entends. Mais excuse	un reste	de tendresse. Crains -tu pour ma colère un si faible combat
Andromaque, 72	colère un si faible combat   ? D'	un amour	qui s'éteint c'est le dernier éclat. Allons. À
Andromaque, 76	, voyez -la, Seigneur, et par	de les voeux	soumis Protestez-lui... PYRRHUS_Faisons tout ce_que j'ai promis. PYLADE_Modérez donc
Andromaque, 36	Pour se donner à moi n'attendait qu'	un refus	. Ses yeux s'ouvraient, Pylade. Elle écoutait Oreste.
Andromaque, 43	ORESTE_Hé quoi   ? Ce courroux enflammé Contre	un ingrat	... PYLADE_Jamais il ne fut plus aimé. Pensez -vous, quand
Andromaque, 44	quand Pyrrhus vous l'aurait accordée, Qu'	un prétexte	tout prêt ne l'eût pas retardée   ? M'en croirez
Andromaque, 48	  ? Votre amour se veut charger d'	une furie	Qui vous détestera, qui toute votre vie Regrettant un hymen tout
Andromaque, 48	vous détestera, qui toute votre vie Regrettant	un hymen	tout prêt à s'achever, Voudra... ORESTE_C'est pour cela
