Quoi	PRO	quoi
,	PUN	,
dites	VER:pres	dire
lui	PRO:PER	lui
qu'	PRO:REL	que
en	PRP	en
l'	DET:ART	le
état	NOM	état
où	PRO:REL	où
je	PRO:PER	je
suis	VER:pres	suivre|être
,	PUN	,
Le	DET:ART	le
fuir	VER:infi	fuir
et	KON	et
le	PRO:PER	le
bannir	VER:infi	bannir
est	VER:pres	être
tout	PRO:IND	tout
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
puis	ADV	puis
.	SENT	.
Vous	PRO:PER	vous
me	PRO:PER	me
fuyez	VER:pres	fuir
,	PUN	,
Madame	NAM	Madame
?	SENT	?
Ah	INT	ah
ciel	NOM	ciel
quelle	PRO:REL	quel
injustice	NOM	injustice
!	SENT	!
Quoi	PRO	quoi
,	PUN	,
de	PRP	de
tous	PRO:IND	tout
mes	DET:POS	mon
malheurs	NOM	malheur
vous	PRO:PER	vous
rendez	VER:pres	rendre
-vous	PRO:PER	vous
complice	ADJ	complice
?	SENT	?
Hélas	INT	hélas
!	SENT	!
Pour	PRP	pour
accabler	VER:infi	accabler
un	DET:ART	un
coeur	NOM	cœur
infortuné	ADJ	infortuné
Secondez	VER:pres	seconder
-vous	PRO:PER	vous
le	PRO:PER	le
sort	VER:pres	sortir
à	PRP	à
me	PRO:PER	me
nuire	VER:infi	nuire
obstiné	VER:pper	obstiner
?	SENT	?
Que	KON	que
demandez	VER:pres	demander
-vous	PRO:PER	vous
,	PUN	,
Prince	NAM	Prince
?	SENT	?
Et	KON	et
que	KON	que
pourrez	VER:futu	pouvoir
-vous	PRO:PER	vous
dire	VER:infi	dire
?	SENT	?
Méprisez	VER:pres	mépriser
-vous	PRO:PER	vous
les	DET:ART	le
lois	NOM	loi
que	PRO:REL	que
je	PRO:PER	je
vous	PRO:PER	vous
fais	VER:pres	faire
prescrire	VER:infi	prescrire
?	SENT	?
Quel	PRO:REL	quel
est	VER:pres	être
votre	DET:POS	votre
dessein	NOM	dessein
de	PRP	de
venir	VER:infi	venir
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
Me	ABR	Me
faire	VER:infi	faire
malgré	PRP	malgré
moi	PRO:PER	moi
recevoir	VER:infi	recevoir
vos	DET:POS	votre
adieux	NOM	adieu
?	SENT	?
Puisque	KON	puisque
vous	PRO:PER	vous
êtes	VER:pres	être
prêt	ADJ	prêt
à	PRP	à
sortir	VER:infi	sortir
de	PRP	de
Byzance	NAM	Byzance
,	PUN	,
N'	NAM	N'
en	PRO:PER	en
pouvez	VER:pres	pouvoir
-vous	PRO:PER	vous
partir	VER:infi	partir
avec	PRP	avec
votre	DET:POS	votre
innocence	NOM	innocence
?	SENT	?
Avez	VER:pres	avoir
-vous	PRO:PER	vous
oublié	VER:pper	oublier
qu'	KON	que
un	DET:ART	un
serment	NOM	serment
solennel	ADJ	solennel
,	PUN	,
Nous	PRO:PER	nous
impose	VER:pres	imposer
à	PRP	à
tous	PRO:IND	tout
deux	NUM	deux
un	DET:ART	un
silence	NOM	silence
éternel	ADJ	éternel
?	SENT	?
Qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
entre	PRP	entre
nous	PRO:PER	nous
d'	PRP	de
entretien	NOM	entretien
légitime	ADJ	légitime
.	SENT	.
Qu'	KON	que
un	DET:ART	un
seul	ADJ	seul
mot	NOM	mot
,	PUN	,
qu'	KON	que
un	DET:ART	un
regard	NOM	regard
,	PUN	,
qu'	KON	que
un	DET:ART	un
soupir	NOM	soupir
est	VER:pres	être
un	DET:ART	un
crime	NOM	crime
,	PUN	,
Que	VER:pper	Que
sans	PRP	sans
cesse	NOM	cesse
attentive	ADJ	attentif
à	PRP	à
remplir	VER:infi	remplir
mon	DET:POS	mon
devoir	NOM	devoir
,	PUN	,
Je	PRO:PER	je
mets	VER:pres	mettre
tout	ADV	tout
mon	DET:POS	mon
bonheur	NOM	bonheur
à	PRP	à
ne	ADV	ne
vous	PRO:PER	vous
plus	ADV	plus
revoir	VER:infi	revoir
,	PUN	,
Et	NOM	Et
quels	PRO:REL	quel
que	PRO:REL	que
sont	VER:pres	être
les	DET:ART	le
maux	NOM	mal
que	PRO:REL	que
vous	PRO:PER	vous
avez	VER:pres	avoir
à	PRP	à
craindre	VER:infi	craindre
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
ne	ADV	ne
m'	PRO:PER	me
est	VER:pres	être
pas	ADV	pas
permis	VER:pper	permettre
seulement	ADV	seulement
de	PRP	de
vous	PRO:PER	vous
plaindre	VER:infi	plaindre
?	SENT	?
Qu'	KON	que
entends	VER:pres	entendre
-je	PRO:PER	je
,	PUN	,
juste	ADJ	juste
ciel	NOM	ciel
!	SENT	!
De	PRP	de
quoi	PRO	quoi
m'	PRO:PER	me
accusez	VER:pres	accuser
-vous	PRO:PER	vous
?	SENT	?
Madame	NAM	Madame
,	PUN	,
qu'	PRO:REL	que
ai	VER:pres	avoir
-je	PRO:PER	je
fait	VER:pres	faire
digne	ADJ	digne
de	PRP	de
ce	PRO:DEM	ce
courroux	NOM	courroux
?	SENT	?
Viens	VER:pres	venir
-je	PRO:PER	je
vous	PRO:PER	vous
demander	VER:infi	demander
que	KON	que
d'	PRP	de
un	DET:ART	un
oeil	NOM	œil
pitoyable	ADJ	pitoyable
Vous	NAM	Vous
donniez	VER:impf	donner
quelques	PRO:IND	quelque
pleurs	NOM	pleur|pleurs
au	PRP:det	au
malheur	NOM	malheur
qui	PRO:REL	qui
m'	PRO:PER	me
accable	VER:pres	accabler
?	SENT	?
Viens	VER:pres	venir
-je	PRO:PER	je
vous	PRO:PER	vous
demander	VER:infi	demander
que	KON	que
vous	PRO:PER	vous
me	PRO:PER	me
permettiez	VER:impf	permettre
,	PUN	,
Puisqu'il	NAM	Puisqu'il
me	PRO:PER	me
faut	VER:pres	falloir
mourir	VER:infi	mourir
,	PUN	,
d'	PRP	de
expirer	VER:infi	expirer
à	PRP	à
vos	DET:POS	votre
pieds	NOM	pied
?	SENT	?
Ah	INT	ah
,	PUN	,
de	PRP	de
votre	DET:POS	votre
repos	NOM	repos
plus	ADV	plus
jaloux	ADJ	jaloux
que	KON	que
vous	PRO:PER	vous
-même	ADJ	même
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
soin	NOM	soin
de	PRP	de
m'	PRO:PER	me
exiler	VER:infi	exiler
,	PUN	,
parce	KON	parce
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
aime	VER:pres	aimer
.	SENT	.
Pardonnez	VER:pres	pardonner
-moi	PRO:PER	moi
ce	PRO:DEM	ce
mot	NOM	mot
pour	PRP	pour
la	DET:ART	le
dernière	ADJ	dernier
fois	NOM	foi|fois
,	PUN	,
Et	NAM	Et
songez	VER:pres	songer
que	KON	que
je	PRO:PER	je
pars	VER:pres	partir
sans	PRP	sans
attendre	VER:infi	attendre
vos	DET:POS	votre
lois	NOM	loi
,	PUN	,
Qu'	NOM	Qu'
en	PRP	en
vain	ADJ	vain
à	PRP	à
me	PRO:PER	me
bannir	VER:infi	bannir
vous	PRO:PER	vous
étiez	VER:impf	être
résolue	VER:pper	résoudre
,	PUN	,
Puisque	VER:pres	Puisque
déjà	ADV	déjà
mon	DET:POS	mon
coeur	NOM	cœur
vous	PRO:PER	vous
avait	VER:impf	avoir
prévenue	VER:pper	prévenir
.	SENT	.
Depuis	PRP	depuis
le	DET:ART	le
jour	NOM	jour
fatal	ADJ	fatal
,	PUN	,
qu'	KON	que
arrachée	VER:pper	arracher
à	PRP	à
ma	DET:POS	mon
foi	NOM	foi
,	PUN	,
Madame	NAM	Madame
,	PUN	,
vous	PRO:PER	vous
vivez	VER:pres	vivre
pour	PRP	pour
un	DET:ART	un
autre	ADJ	autre
que	KON	que
moi	PRO:PER	moi
,	PUN	,
Quoique	ADJ	Quoique
toujours	ADV	toujours
brûlé	VER:pper	brûler
jusqu'	PRP	jusque
au	PRP:det	au
fond	NOM	fond
de	PRP	de
l'	DET:ART	le
âme	NOM	âme
,	PUN	,
Vous	NAM	Vous
savez	VER:pres	savoir
si	ADV	si
mes	DET:POS	mon
yeux	NOM	œil
ont	VER:pres	avoir
parlé	VER:pper	parler
de	PRP	de
ma	DET:POS	mon
flamme	NOM	flamme
,	PUN	,
Si	VER:ppre	Si
le	DET:ART	le
moindre	ADJ	moindre
transport	NOM	transport
,	PUN	,
un	DET:ART	un
indiscret	ADJ	indiscret
soupir	NOM	soupir
Vous	NAM	Vous
ont	VER:pres	avoir
fait	VER:pper	faire
soupçonner	VER:infi	soupçonner
quelque	PRO:IND	quelque
injuste	ADJ	injuste
désir	NOM	désir
,	PUN	,
Tout	NAM	Tout
a	VER:pres	avoir
gardé	VER:pper	garder
,	PUN	,
Madame	NAM	Madame
,	PUN	,
un	DET:ART	un
rigoureux	ADJ	rigoureux
silence	NOM	silence
,	PUN	,
Mais	VER:impf	Mais
un	DET:ART	un
coeur	NOM	cœur
n'	ADV	ne
est	VER:pres	être
point	ADV	point
fait	VER:pper	faire
pour	PRP	pour
tant	ADV	tant
de	PRP	de
violence	NOM	violence
,	PUN	,
Je	PRO:PER	je
sais	VER:pres	savoir
tous	PRO:IND	tout
les	DET:ART	le
combats	NOM	combat
qu'	PRO:REL	que
il	PRO:PER	il
me	PRO:PER	me
faudrait	VER:cond	falloir
livrer	VER:infi	livrer
,	PUN	,
Si	VER:infi	Si
sous	PRP	sous
un	DET:ART	un
même	ADJ	même
ciel	NOM	ciel
nous	PRO:PER	nous
osions	VER:impf	oser
respirer	VER:infi	respirer
;	PUN	;
Je	PRO:PER	je
sais	VER:pres	savoir
enfin	ADV	enfin
,	PUN	,
je	PRO:PER	je
sais	VER:pres	savoir
tout	PRO:IND	tout
ce	PRO:DEM	ce
que	PRO:REL	que
pourront	VER:futu	pouvoir
dire	VER:infi	dire
,	PUN	,
Vos	NOM	Vos
ennemis	ADJ	ennemi
,	PUN	,
les	PRO:PER	la|le
miens	PRO:POS	mien
,	PUN	,
peut-être	ADV	peut-être
tout	ADV	tout
l'	DET:ART	le
Empire	NAM	Empire
,	PUN	,
Ils	NAM	Ils
ont	VER:pres	avoir
su	VER:pper	savoir
mon	DET:POS	mon
amour	NOM	amour
,	PUN	,
et	KON	et
doivent	VER:pres	devoir
présumer	VER:infi	présumer
Que	NAM	Que
qui	PRO:REL	qui
vous	PRO:PER	vous
aime	VER:pres	aimer
un	DET:ART	un
jour	NOM	jour
,	PUN	,
doit	VER:pres	devoir
toujours	ADV	toujours
vous	PRO:PER	vous
aimer	VER:infi	aimer
.	SENT	.
Peut	VER:pres	pouvoir
être	NOM	être
oseraient	VER:cond	oser
-ils	PRO:PER	il
soupçonner	VER:infi	soupçonner
l'	DET:ART	le
un	NOM	un
et	KON	et
l'	DET:ART	le
autre	ADJ	autre
?	SENT	?
Sauvons	VER:pres	sauver
de	PRP	de
leurs	DET:POS	leur
soupçons	NOM	soupçon
et	KON	et
ma	DET:POS	mon
gloire	NOM	gloire
et	KON	et
la	DET:ART	le
vôtre	PRO:POS	vôtre
,	PUN	,
Je	PRO:PER	je
cherche	VER:pres	chercher
à	PRP	à
m'	PRO:PER	me
éloigner	VER:infi	éloigner
,	PUN	,
vous	PRO:PER	vous
pressez	VER:pres	presser
l'	DET:ART	le
Empereur	NOM	empereur
D'	ADJ	D'
accorder	VER:infi	accorder
à	PRP	à
mes	DET:POS	mon
voeux	NOM	vœu
cette	PRO:DEM	ce
unique	ADJ	unique
faveur	NOM	faveur
,	PUN	,
Heureux	NAM	Heureux
si	KON	si
par	PRP	par
vos	DET:POS	votre
soins	NOM	soin
mon	DET:POS	mon
attente	NOM	attente
est	VER:pres	être
remplie	VER:pper	remplir
;	PUN	;
J'	ADJ	J'
irai	VER:futu	aller
des	PRP:det	du
révoltés	VER:pper	révolter
apaiser	VER:infi	apaiser
la	DET:ART	le
furie	NOM	furie
,	PUN	,
Ils	NAM	Ils
me	PRO:PER	me
veulent	VER:pres	vouloir
pour	PRP	pour
chef	NOM	chef
,	PUN	,
et	KON	et
je	PRO:PER	je
ne	ADV	ne
doute	VER:pres	douter
pas	ADV	pas
Que	VER:cond	Que
je	PRO:PER	je
ne	ADV	ne
sois	VER:subp	être
bientôt	ADV	bientôt
maître	NOM	maître
dans	PRP	dans
leurs	DET:POS	leur
États	NAM	États
,	PUN	,
Qu'	NOM	Qu'
au	PRP:det	au
gré	NOM	gré
de	PRP	de
mes	DET:POS	mon
désirs	NOM	désir
leur	DET:POS	leur
valeur	NOM	valeur
toujours	ADV	toujours
prête	ADJ	prêt
,	PUN	,
Ils	NOM	Ils
n'	ADV	ne
entreprennent	VER:pres	entreprendre
tout	ADV	tout
,	PUN	,
si	KON	si
je	PRO:PER	je
marche	VER:pres	marcher
à	PRP	à
leur	DET:POS	leur
tête	NOM	tête
,	PUN	,
Je	PRO:PER	je
viens	VER:pres	venir
donc	ADV	donc
vous	PRO:PER	vous
offrir	VER:infi	offrir
leurs	DET:POS	leur
armes	NOM	arme
,	PUN	,
mon	DET:POS	mon
pouvoir	NOM	pouvoir
,	PUN	,
Le	DET:ART	le
ciel	NOM	ciel
qui	PRO:REL	qui
me	PRO:PER	me
condamne	VER:pres	condamner
à	PRP	à
ne	ADV	ne
jamais	ADV	jamais
vous	PRO:PER	vous
voir	VER:infi	voir
,	PUN	,
Qui	NAM	Qui
me	PRO:PER	me
fait	VER:pres	faire
étouffer	VER:infi	étouffer
une	DET:ART	un
flamme	NOM	flamme
si	ADV	si
belle	ADJ	beau
,	PUN	,
Ne	NAM	Ne
saurait	VER:impf	saurer
pour	KON	pour
le	PRO:PER	le
moins	ADV	moins
s'	PRO:PER	se
offenser	VER:infi	offenser
de	PRP	de
mon	DET:POS	mon
zèle	NOM	zèle
,	PUN	,
S'	NAM	S'
il	PRO:PER	il
défend	VER:pres	défendre
à	PRP	à
mon	DET:POS	mon
coeur	NOM	cœur
des	PRP:det	du
sentiments	NOM	sentiment
trop	ADV	trop
doux	ADJ	doux
,	PUN	,
Il	NAM	Il
permet	VER:pres	permettre
à	PRP	à
mon	DET:POS	mon
bras	NOM	bras
de	PRP	de
combattre	VER:infi	combattre
pour	PRP	pour
vous	PRO:PER	vous
,	PUN	,
Et	NOM	Et
si	KON	si
jamais	ADV	jamais
ce	PRO:DEM	ce
bras	NOM	bras
vous	PRO:PER	vous
était	VER:impf	être
nécessaire	ADJ	nécessaire
,	PUN	,
Ou	VER:pper	Ou
pour	PRP	pour
aller	VER:infi	aller
servir	VER:infi	servir
l'	DET:ART	le
Empereur	NOM	empereur
votre	DET:POS	votre
père	NOM	père
,	PUN	,
Ou	VER:pper	Ou
pour	PRP	pour
faire	VER:infi	faire
périr	VER:infi	périr
,	PUN	,
ou	KON	ou
chasser	VER:infi	chasser
de	PRP	de
ces	PRO:DEM	ce
lieux	NOM	lieu
Ceux	ADJ	Ceux
de	PRP	de
qui	PRO:REL	qui
la	DET:ART	le
présence	NOM	présence
y	PRO:PER	y
peut	VER:pres	pouvoir
blesser	VER:infi	blesser
vos	DET:POS	votre
yeux	NOM	œil
.	SENT	.
Appelez	VER:pres	appeler
-moi	PRO:PER	moi
,	PUN	,
Madame	NAM	Madame
,	PUN	,
et	KON	et
je	PRO:PER	je
pourrai	VER:futu	pouvoir
tout	ADV	tout
faire	VER:infi	faire
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
veux	VER:pres	vouloir
que	KON	que
la	DET:ART	le
gloire	NOM	gloire
ou	KON	ou
la	DET:ART	le
mort	NOM	mort
pour	PRP	pour
salaire	NOM	salaire
;	PUN	;
À	PRP	à
vous	PRO:PER	vous
donner	VER:infi	donner
mon	DET:POS	mon
sang	NOM	sang
,	PUN	,
je	PRO:PER	je
borne	VER:pres	borner
mon	DET:POS	mon
bonheur	NOM	bonheur
,	PUN	,
Puisqu'il	NAM	Puisqu'il
m'	PRO:PER	me
est	VER:pres	être
défendu	VER:pper	défendre
de	PRP	de
vous	PRO:PER	vous
donner	VER:infi	donner
mon	DET:POS	mon
coeur	NOM	cœur
.	SENT	.
En	PRP	en
vain	ADJ	vain
vous	PRO:PER	vous
me	PRO:PER	me
flattez	VER:pres	flatter
de	PRP	de
ces	PRO:DEM	ce
fameux	ADJ	fameux
services	NOM	service
,	PUN	,
Mes	VER:simp	Mes
voeux	NOM	vœu
n'	ADV	ne
aspirent	VER:pres	aspirer
point	ADV	point
à	PRP	à
ces	PRO:DEM	ce
grands	ADJ	grand
sacrifices	NOM	sacrifice
,	PUN	,
Quand	NAM	Quand
vous	PRO:PER	vous
aurez	VER:futu	avoir
quitté	VER:pper	quitter
ce	PRO:DEM	ce
funeste	ADJ	funeste
séjour	NOM	séjour
,	PUN	,
Qu'	NOM	Qu'
aurais	VER:cond	avoir
-je	PRO:PER	je
à	PRP	à
craindre	VER:infi	craindre
,	PUN	,
Prince	NAM	Prince
,	PUN	,
dans	PRP	dans
cette	PRO:DEM	ce
Cour	NAM	Cour
?	SENT	?
Hélas	INT	hélas
!	SENT	!
J'	PRO:PER	je
y	PRO:PER	y
verrai	VER:futu	voir
tout	ADV	tout
avec	PRP	avec
indifférence	NOM	indifférence
,	PUN	,
M'	NOM	M'
exercer	VER:infi	exercer
aux	PRP:det	au
vertus	NOM	vertu
dignes	ADJ	digne
de	PRP	de
ma	DET:POS	mon
naissance	NOM	naissance
,	PUN	,
Accoutumer	VER:infi	accoutumer
mon	DET:POS	mon
coeur	NOM	cœur
trop	ADV	trop
souvent	ADV	souvent
mutiné	VER:pper	mutiner
À	PRP	à
chérir	VER:infi	chérir
un	DET:ART	un
époux	NOM	époux
que	KON	que
le	DET:ART	le
ciel	NOM	ciel
m'	PRO:PER	me
a	VER:pres	avoir
donné	VER:pper	donner
,	PUN	,
Obéir	NAM	Obéir
à	PRP	à
ses	DET:POS	son
lois	NOM	loi
,	PUN	,
ne	ADV	ne
songer	VER:infi	songer
qu'	KON	que
à	PRP	à
lui	PRO:PER	lui
plaire	VER:infi	plaire
,	PUN	,
Me	ABR	Me
sacrifier	VER:infi	sacrifier
toute	PRO:IND	tout
à	PRP	à
mon	DET:POS	mon
devoir	NOM	devoir
sévère	ADJ	sévère
,	PUN	,
Soulager	VER:infi	soulager
les	DET:ART	le
sujets	NOM	sujet
qui	PRO:REL	qui
vivent	VER:pres	vivre
sous	PRP	sous
ma	DET:POS	mon
loi	NOM	loi
,	PUN	,
Voilà	ABR	Voilà
jusqu'	PRP	jusque
à	PRP	à
la	DET:ART	le
mort	NOM	mort
quel	PRO:REL	quel
sera	VER:futu	être
mon	DET:POS	mon
emploi	NOM	emploi
.	SENT	.
J'	PRO:PER	je
avouerai	VER:futu	avouer
cependant	ADV	cependant
,	PUN	,
et	KON	et
je	PRO:PER	je
le	PRO:PER	le
puis	ADV	puis
sans	PRP	sans
crime	NOM	crime
,	PUN	,
Que	VER:subi	Que
vous	PRO:PER	vous
aurez	VER:futu	avoir
toujours	ADV	toujours
ma	DET:POS	mon
plus	ADV	plus
parfaite	ADJ	parfait
estime	NOM	estime
,	PUN	,
Que	VER:pper	Que
pour	PRP	pour
vous	PRO:PER	vous
applaudir	VER:infi	applaudir
,	PUN	,
pour	PRP	pour
louer	VER:infi	louer
vos	DET:POS	votre
exploits	NOM	exploit
Je	PRO:PER	je
joindrai	VER:futu	joindre
mon	DET:POS	mon
suffrage	NOM	suffrage
à	PRP	à
la	DET:ART	le
commune	ADJ	commun
voix	NOM	voix
,	PUN	,
Que	VER:pper	Que
pour	PRP	pour
tous	PRO:IND	tout
mes	DET:POS	mon
plaisirs	NOM	plaisir
le	DET:ART	le
seul	NOM	seul
que	PRO:REL	que
j'	PRO:PER	je
imagine	VER:pres	imaginer
,	PUN	,
C'	NAM	C'
est	VER:pres	être
de	PRP	de
voir	VER:infi	voir
les	DET:ART	le
hauts	ADJ	haut
faits	NOM	fait
où	PRO:REL	où
le	DET:ART	le
ciel	NOM	ciel
vous	PRO:PER	vous
destine	VER:pres	destiner
,	PUN	,
Et	NOM	Et
de	PRP	de
votre	DET:POS	votre
grand	ADJ	grand
nom	NOM	nom
cent	NUM	cent
monarques	NOM	monarque
jaloux	ADJ	jaloux
,	PUN	,
Justifier	VER:infi	justifier
le	DET:ART	le
choix	NOM	choix
que	PRO:REL	que
j'	PRO:PER	je
avais	VER:impf	avoir
fait	VER:pper	faire
de	PRP	de
vous	PRO:PER	vous
;	PUN	;
Après	NAM	Après
cela	PRO:DEM	cela
partez	VER:pres	partir
.	SENT	.
À	PRP	à
votre	DET:POS	votre
exil	NOM	exil
fidèle	ADJ	fidèle
Ne	NAM	Ne
revenez	VER:pres	revenir
jamais	ADV	jamais
que	KON	que
je	PRO:PER	je
ne	ADV	ne
vous	PRO:PER	vous
appelle	VER:pres	appeler
,	PUN	,
Faites	VER:pres	faire
-vous	PRO:PER	vous
un	DET:ART	un
bonheur	NOM	bonheur
sous	PRP	sous
de	PRP	de
nouveaux	ADJ	nouveau
climats	NOM	climat
,	PUN	,
Qu'	NOM	Qu'
aux	PRP:det	au
lieux	NOM	lieu
où	PRO:REL	où
je	PRO:PER	je
serais	VER:cond	être
vous	PRO:PER	vous
ne	ADV	ne
trouveriez	VER:cond	trouver
pas	ADV	pas
.	SENT	.
Est-il	ADJ	Est-il
temps	NOM	temps
?	SENT	?
Ce	PRO:DEM	ce
bonheur	NOM	bonheur
dont	PRO:REL	dont
vous	PRO:PER	vous
flattez	VER:pres	flatter
mon	DET:POS	mon
âme	NOM	âme
,	PUN	,
Hélas	NAM	Hélas
!	SENT	!
En	PRP	en
vous	PRO:PER	vous
perdant	VER:ppre	perdre
je	PRO:PER	je
l'	PRO:PER	la|le
ai	VER:pres	avoir
perdu	VER:pper	perdre
,	PUN	,
Madame	NAM	Madame
,	PUN	,
Et	VER:simp	Et
je	PRO:PER	je
n'	ADV	ne
en	PRO:PER	en
connais	VER:pres	connaître
plus	ADV	plus
où	PRO:REL	où
je	PRO:PER	je
ne	ADV	ne
puisse	VER:subp	pouvoir
aspirer	VER:infi	aspirer
,	PUN	,
Cette	NAM	Cette
perte	NOM	perte
est	VER:pres	être
un	DET:ART	un
coup	NOM	coup
,	PUN	,
qu'	KON	que
on	PRO:PER	on
ne	ADV	ne
peut	VER:pres	pouvoir
réparer	VER:infi	réparer
,	PUN	,
Si	VER:infi	Si
quelque	PRO:IND	quelque
soin	NOM	soin
encore	ADV	encore
occupe	VER:pres	occuper
mon	DET:POS	mon
courage	NOM	courage
,	PUN	,
C'	NAM	C'
est	VER:pres	être
de	PRP	de
faire	VER:infi	faire
rougir	VER:infi	rougir
le	DET:ART	le
destin	NOM	destin
qui	PRO:REL	qui
m'	PRO:PER	me
outrage	VER:pres	outrager
,	PUN	,
D'	ABR	D'
apprendre	VER:infi	apprendre
à	PRP	à
l'	DET:ART	le
univers	NOM	univers
par	PRP	par
quelque	PRO:IND	quelque
illustre	ADJ	illustre
effort	NOM	effort
,	PUN	,
Qu'	NAM	Qu'
un	DET:ART	un
coeur	NOM	cœur
comme	KON	comme
le	DET:ART	le
mien	PRO:POS	mien
mérite	NOM	mérite
un	DET:ART	un
autre	ADJ	autre
sort	NOM	sort
;	PUN	;
Et	NOM	Et
payant	VER:ppre	payer|payer
de	PRP	de
mon	DET:POS	mon
sang	NOM	sang
ma	DET:POS	mon
première	NUM	premier
victoire	NOM	victoire
,	PUN	,
D'	ABR	D'
élever	VER:infi	élever
de	PRP	de
mes	DET:POS	mon
maux	NOM	mal
un	DET:ART	un
triomphe	NOM	triomphe
à	PRP	à
ma	DET:POS	mon
gloire	NOM	gloire
.	SENT	.
Vous	PRO:PER	vous
cependant	ADV	cependant
,	PUN	,
Madame	NAM	Madame
,	PUN	,
oubliez	VER:pres	oublier
mes	DET:POS	mon
malheurs	NOM	malheur
,	PUN	,
Et	NOM	Et
tandis	KON	tandis
que	KON	que
nourri	VER:pper	nourrir
de	PRP	de
soupirs	NOM	soupir
et	KON	et
de	PRP	de
pleurs	NOM	pleur|pleurs
Mes	VER:subi	Mes
déplorables	ADJ	déplorable
jours	NOM	jour
vont	VER:pres	aller
courir	VER:infi	courir
à	PRP	à
leur	DET:POS	leur
terme	NOM	terme
,	PUN	,
Régnez	NAM	Régnez
,	PUN	,
et	KON	et
...	PUN	...
Croyez	VER:pres	croire
-vous	PRO:PER	vous
ma	DET:POS	mon
constance	NOM	constance
si	ADV	si
ferme	ADJ	ferme
?	SENT	?
Ce	PRO:DEM	ce
reproche	NOM	reproche
cruel	ADJ	cruel
plus	ADV	plus
que	KON	que
tous	PRO:IND	tout
les	DET:ART	le
regrets	NOM	regret
Étonne	NAM	Étonne
mon	DET:POS	mon
courage	NOM	courage
et	KON	et
confond	VER:pres	confondre
mes	DET:POS	mon
projets	NOM	projet
:	PUN	:
Ah	INT	ah
!	SENT	!
Prince	NOM	prince
pensez	VER:pres	penser
-vous	PRO:PER	vous
qu'	PRO:REL	que
insensible	ADJ	insensible
,	PUN	,
inhumaine	ADJ	inhumain
,	PUN	,
Mes	VER:simp	Mes
yeux	NOM	œil
sans	PRP	sans
s'	PRO:PER	se
émouvoir	VER:infi	émouvoir
regardent	VER:pres	regarder
votre	DET:POS	votre
peine	NOM	peine
?	SENT	?
Que	KON	que
pendant	PRP	pendant
les	DET:ART	le
horreurs	NOM	horreur
d'	PRP	de
un	DET:ART	un
exil	NOM	exil
rigoureux	ADJ	rigoureux
Vous	NAM	Vous
soyez	VER:subp	être
seul	ADJ	seul
à	PRP	à
plaindre	VER:infi	plaindre
et	KON	et
le	DET:ART	le
seul	NOM	seul
malheureux	ADJ	malheureux
?	SENT	?
Mais	KON	mais
que	PRO:REL	que
vous	PRO:PER	vous
dis	VER:pres	dire
-je	PRO:PER	je
?	SENT	?
Où	PRO:REL	où
m'	PRO:PER	me
entraîne	VER:pres	entraîner
une	DET:ART	un
force	NOM	force
inconnue	ADJ	inconnu
?	SENT	?
Ah	INT	ah
!	SENT	!
Pourquoi	ADV	pourquoi
veniez	VER:impf	venir
-vous	PRO:PER	vous
chercher	VER:infi	chercher
encore	ADV	encore
ma	DET:POS	mon
vue	NOM	vue
?	SENT	?
Partez	VER:pres	partir
,	PUN	,
Prince	NAM	Prince
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
trop	ADV	trop
prolonger	VER:infi	prolonger
vos	DET:POS	votre
adieux	NOM	adieu
.	SENT	.
Ah	INT	ah
!	SENT	!
Madame	NOM	Madame
,	PUN	,
je	PRO:PER	je
vois	VER:pres	voir
l'	DET:ART	le
Empereur	NOM	empereur
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
.	SENT	.
Madame	NAM	Madame
,	PUN	,
quel	PRO:REL	quel
était	VER:impf	être
son	DET:POS	son
discours	NOM	discours
et	KON	et
le	PRO:PER	le
vôtre	PRO:POS	vôtre
?	SENT	?
Mon	DET:POS	mon
abord	NOM	abord
imprévu	ADJ	imprévu
vous	PRO:PER	vous
trouble	VER:pres	troubler
l'	DET:ART	le
un	NOM	un
et	KON	et
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
Je	PRO:PER	je
le	PRO:PER	le
vois	VER:pres	voir
,	PUN	,
tous	PRO:IND	tout
vos	DET:POS	votre
soins	NOM	soin
ne	ADV	ne
le	PRO:PER	le
peuvent	VER:pres	pouvoir
cacher	VER:infi	cacher
.	SENT	.
Andronic	NAM	Andronic
jusqu'	PRP	jusque
ici	ADV	ici
m'	PRO:PER	me
était	VER:impf	être
venu	VER:pper	venir
chercher	VER:infi	chercher
;	PUN	;
Seigneur	NAM	Seigneur
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
jugé	VER:pper	juger
mon	DET:POS	mon
secours	NOM	secours
nécessaire	ADJ	nécessaire
